prompt_id,condition,domain,question,context,pairwise,q_tokens,ctx_tokens,combined_tokens,token_limit_flag,context_question_similarity,similarity_variance_flag,rater_scores,DS_mean_token_entropy,DS_delta_token_entropy,DS_first_token_entropy,DS_peak_entropy_position,DS_beam_mean_cosine_sim,DS_beam_cluster_entropy,DS_beam_embed_nan_positions,DS_caa_mean_l2,DS_caa_mean_cosine,DS_displacement_cosine_vs_direct,DS_nan_layers_sanitized,DS_semantic_entropy,DS_timing_s,LL_mean_token_entropy,LL_first_token_entropy,LL_peak_entropy_position,LL_beam_mean_cosine_sim,LL_beam_cluster_entropy,LL_beam_embed_nan_positions,LL_caa_mean_l2,LL_caa_mean_cosine,LL_displacement_cosine_vs_direct,LL_nan_layers_sanitized,LL_semantic_entropy,LL_timing_s,QW_mean_token_entropy,QW_first_token_entropy,QW_peak_entropy_position,QW_beam_mean_cosine_sim,QW_beam_cluster_entropy,QW_beam_embed_nan_positions,QW_caa_mean_l2,QW_caa_mean_cosine,QW_displacement_cosine_vs_direct,QW_nan_layers_sanitized,QW_semantic_entropy,QW_timing_s,D1_mean_token_entropy,D1_first_token_entropy,D1_peak_entropy_position,D1_beam_mean_cosine_sim,D1_beam_cluster_entropy,D1_beam_embed_nan_positions,D1_caa_mean_l2,D1_caa_mean_cosine,D1_displacement_cosine_vs_direct,D1_nan_layers_sanitized,D1_semantic_entropy,D1_timing_s,MS_mean_token_entropy,MS_first_token_entropy,MS_peak_entropy_position,MS_beam_mean_cosine_sim,MS_beam_cluster_entropy,MS_beam_embed_nan_positions,MS_caa_mean_l2,MS_caa_mean_cosine,MS_displacement_cosine_vs_direct,MS_nan_layers_sanitized,MS_semantic_entropy,MS_timing_s
11,implicature_information,natural,Why do we age?,The user is helping an elderly relative.,3b,5,8,13,0,0.41260606050491333,0,3.75,0.4068343843370676,0.023788449,,77,0.9201256632804871,2.302585091994046,0,33.97229841,0.9196074566533489,0.7318132042884826,,2.302585091994046,283.09,0.28846013985077545,,50,0.9030628800392151,2.302585091994046,0,11.750599173433853,0.8464604020118713,0.7210662811994553,,2.1639556559820567,335.5,0.42813663063446683,,0,0.7512566447257996,2.0253262199700677,1589,24.29474055355993,0.9739684228386197,0.6837269111915871,28,2.1639556559820567,365.09,0.7178039996497934,,97,0.9841331243515015,2.0253262199700677,0,11.471363137875285,0.9602653511932918,0.7714004891890066,,1.8343719695816234,535.87,0.390452111,,109,0.919113994,2.302585092,0,6.665356603,0.896460802,0.69837609,,2.02532622,405.65
12,stochastic_information,natural,Why do we age?,The user is carrying an umbrella.,3c,5,7,12,0,0.29689615964889526,0,1.5,0.49625571951773456,-0.065632887,,82,0.924830437,2.1639556559820567,0,41.947843513181134,0.8991294599348499,0.6086909463008244,,2.302585091994046,241,0.29495045895377797,,12,0.9068282842636108,1.973001405593613,0,13.62841349614389,0.7840970808809454,0.6658288482576609,,2.1639556559820567,328.01,0.32864207885662716,,90,0.9455456137657166,1.643417719,1592,47.33512497359309,0.9486108890601567,0.5938384301132626,,2.0253262199700677,365.47,0.744785737,,90,0.8538910746574402,2.0253262199700677,0,17.68966724191393,0.9173994681664875,0.7060445966543974,,1.8343719695816239,511.3,0.439856761,,56,0.923211992,1.973001406,0,12.2178804,0.816192773,0.657418023,,1.83437197,341.8
13,no_context,natural,Why do leaves change colour in autumn?,,0,8,0,8,0,,,,0.379357785,,,95,0.9426716566085815,1.8343719695816239,0,0,1,,,2.1639556559820567,251.39,0.301403968,,75,0.92580539,1.973001405593613,0,0,1,,,1.504788283181191,318.59,0.5358510337358429,,0,0.5561419725418091,1.6094379118341005,1402,0,1,,28,1.6094379118341005,328.38,0.8068390343977342,,85,0.986792266,2.302585091994046,0,0,1,,,2.302585091994046,525.68,0.33708699,,90,0.96097672,1.886696784,0,0,1,,,2.163955656,410.33
14,direct_information,natural,Why do leaves change colour in autumn?,The user is a botanist.,4a,8,8,16,0,0.43174096941947937,0,4.63,0.41846974769811585,-0.039111963,,77,0.9350989460945129,2.1639556559820567,0,35.948789262002514,0.9168365559270305,,,2.302585091994046,269.89,0.2806421961188317,,60,0.9571284055709839,1.973001405593613,0,12.887873044519713,0.8208014928933346,,,1.973001405593613,323.67,0.48251851863378575,,0,0.8543886542320251,2.0253262199700677,1572,38.81619928623068,0.9498370672975268,,28,2.0253262199700677,340.51,0.7508365579941376,,77,0.986515999,2.1639556559820567,0,11.782934223434754,0.9636965777192797,,,2.302585091994046,519.67,0.364760823,,64,0.956803203,2.163955656,0,6.194821893,0.928118419,,,2.02532622,410.57
15,implicature_information,natural,Why do leaves change colour in autumn?,The user is walking through a park.,4b,8,8,16,0,0.2810074985027313,0,4.25,0.3645508839656909,0.014806901,,85,0.9369170069694519,2.1639556559820567,0,35.69340106364219,0.9199987553781078,0.8164007623990377,,2.302585091994046,276.26,0.2634951977431774,,71,0.946216345,2.1639556559820567,0,10.926352202440754,0.8658609119328585,0.7281525619328022,,1.4978661361769956,327.72,0.3985569438414696,,0,0.8343554139137268,2.1639556559820567,1551,24.126550127720012,0.9766336764608111,0.6942577693197463,28,2.1639556559820567,340.13,0.7881208850604676,,87,0.9869802594184875,1.973001405593613,0,8.786974541310753,0.9772813639470509,0.7544978746661434,,1.8343719695816239,516.67,0.362096355,,75,0.957071543,2.163955656,0,6.382117015,0.922669682,0.744386518,,2.163955656,404.51
16,stochastic_information,natural,Why do leaves change colour in autumn?,The user is wearing a blue coat.,4c,8,8,16,0,0.2555951178073883,0,1.88,0.3917128169403615,-0.012355032,,81,0.8822788000106812,2.1639556559820567,0,40.21625359019926,0.900559664,0.7563358346621195,,2.302585091994046,271.98,0.29760015042622884,,30,0.9345203638076782,2.0253262199700677,0,11.512258784789028,0.8328767075683131,0.6760498825460672,,2.302585091994046,326.38,0.32121764968832334,,59,0.8869731426239014,2.0253262199700677,1673,53.16635073875559,0.9353149682283401,0.645183974,,2.0253262199700677,364.24,0.8201613911429885,,103,0.985099733,1.7480673478460895,0,10.237852460571698,0.9691090094191688,0.7359479731983609,,2.1639556559820567,562.26,0.378523619,,42,0.963719845,1.748067348,0,7.884629492,0.893122539,0.662200195,,1.83437197,405.45
17,no_context,economic,Why does the cost of living keep rising?,,0,9,0,9,0,,,,0.33011765943587124,,,88,0.9339037537574768,1.8343719695816239,0,0,1,,,1.973001405593613,263.61,0.23321552901466686,,109,0.9321156144142151,1.973001405593613,0,0,1,,,1.973001405593613,331.17,0.46189393089214964,,0,0.5977090001106262,1.8343719695816239,1525,0,1,,28,1.4184836614456566,365.26,0.6877627,,37,0.9878836870193481,2.1639556559820567,0,0,1,,,2.0253262199700677,398.74,0.319152794,,81,0.951018035,1.695742534,0,0,1,,,2.02532622,402.18
18,direct_information,economic,Why does the cost of living keep rising?,The user is an economist.,5a,9,6,15,0,0.5217922925949097,0,4.25,0.3276546350614778,0.002463024,,100,0.9100121259689331,2.302585091994046,0,35.74368744319485,0.9219822998969786,,,1.973001405593613,276.83,0.23093725031614304,,87,0.9351598024368286,2.0253262199700677,0,11.908370079416217,0.8506916707212274,,,1.973001405593613,332.91,0.44634185012181604,,0,0.7673301100730896,2.0253262199700677,1628,26.08682447466357,0.9729102892535073,,28,1.6957425335696348,365.49,0.7428472537527229,,67,0.9777360558509827,2.302585091994046,0,13.730556401291064,0.9402788962636676,,,2.0253262199700677,477.56,0.375239148,,87,0.940438986,1.83437197,0,5.166780515,0.943725953,,,1.83437197,405.8
19,implicature_information,economic,Why does the cost of living keep rising?,The user is in line at the supermarket.,5b,9,9,18,0,0.29524877667427063,0,3.13,0.3681685351074761,-0.038050876,,89,0.933349609,2.302585091994046,0,34.79884462779568,0.9219910137114986,0.7815930187702179,,1.7480673478460895,277.45,0.29836854069431623,,85,0.9329701662063599,1.973001405593613,0,11.573947296449631,0.8490725520885352,0.6619287738576531,,2.0253262199700677,328.69,0.3333185083270073,,74,0.9752855896949768,2.0253262199700677,1670,30.68881969616331,0.9796675720385143,0.6047989726066589,,2.1639556559820567,376.15,0.6579220946867423,,59,0.9792211651802063,1.4978661361769956,0,9.730172931083612,0.9677772245236805,0.7019547621409098,,2.1639556559820567,455.39,0.34881482,,74,0.963599622,1.609437912,0,4.35196329,0.942895279,0.693175167,,1.748067348,406.13
20,stochastic_information,economic,Why does the cost of living keep rising?,The user is drinking coffee.,5c,9,6,15,0,0.27270084619522095,0,2.5,0.42583352022166376,-0.095715861,,83,0.9308305382728577,2.1639556559820567,0,38.75824616416808,0.9097920040930471,0.723728065,,2.1639556559820567,258.9,0.28512602113684016,,76,0.9151964783668518,1.6957425335696343,0,14.225408853003472,0.778625977,0.6445537321269512,,1.6957425335696346,323.7,0.28883546312650044,,95,0.9661403894424438,2.1639556559820567,1610,33.60594094416191,0.9732887915202549,0.5845909306296596,,2.0253262199700677,374.18,0.8558453289848357,,54,0.9762633442878723,2.302585091994046,0,11.251938996038266,0.9586251548358372,0.8390526837772794,,2.0253262199700677,439.9,0.332482412,,89,0.95994848,1.227529411,0,6.470626435,0.923576223,0.622550432,,2.163955656,405.78
21,no_context,economic,Why do recessions happen?,,0,6,0,6,0,,,,0.48158239834439537,,,71,0.9598819017410278,2.302585091994046,0,0,1,,,1.4978661361769956,261.92,0.25173522303501766,,107,0.9335140585899353,1.8343719695816234,0,0,1,,,1.6094379118341005,322.6,0.4481569305161635,,0,0.5432243347167969,1.8343719695816234,1492,0,1,,28,1.4184836614456566,367.51,0.7640810764195582,,106,0.9848641157150269,1.6957425335696348,0,0,1,,,2.0253262199700677,550.94,0.403806974,,95,0.916900814,1.3592367,0,0,1,,,1.609437912,396.52
22,direct_information,economic,Why do recessions happen?,The user is a central bank analyst.,6a,6,8,14,0,0.47274574637413025,0,4.88,0.3868132819627691,0.094769116,,79,0.921147346,2.0253262199700677,0,35.86762379446337,0.9160797269113602,,,1.973001405593613,269.84,0.2598718228538831,,84,0.9216455817222595,2.0253262199700677,0,11.935581871054389,0.8531597581776705,,,2.302585091994046,336.43,0.46888532791535054,,0,0.6944935321807861,2.0253262199700677,1597,24.749439264165943,0.9771818859236581,,28,2.302585091994046,375.71,0.7458422452068276,,92,0.9809827208518982,2.0253262199700677,0,10.676186954336506,0.9666033983230591,,,2.1639556559820567,551.08,0.394178961,,64,0.921769798,2.163955656,0,5.161979481,0.936444328,,,1.973001406,407.25
23,implicature_information,economic,Why do recessions happen?,The user is reviewing a company quarterly report.,6b,6,9,15,0,0.35638800263404846,0,4.38,0.43283885520680904,0.048743543,,78,0.9483041763305664,1.973001405593613,0,41.603368620718676,0.8933988117402599,0.7476929783821106,,2.1639556559820567,248.11,0.22235662029186884,,77,0.9481724500656128,1.504788283181191,0,10.098876130851833,0.8768579291574883,0.7453752998262644,,2.0253262199700677,329.12,0.47079655648271246,,0,0.5813478231430054,1.973001405593613,1499,23.19438196872843,0.9750615464789527,0.7501030586383961,28,2.1639556559820567,374.3,0.7252392546407144,,96,0.9793801307678223,1.4978661361769956,0,11.925713974450316,0.9570845280374799,0.7972479396396213,,2.0253262199700677,497.63,0.403126011,,106,0.922514021,2.02532622,0,7.226476743,0.897235327,0.74383563,,2.02532622,409.7
24,stochastic_information,economic,Why do recessions happen?,The user is listening to music.,6c,6,7,13,0,0.2509971857070923,0,1.25,0.46414582185492376,0.017436576,,80,0.9174690842628479,1.4978661361769956,0,42.92922217230643,0.8927500786319855,0.6911911050478617,,2.302585091994046,270.1,0.23495531231164932,,98,0.9095476865768433,2.0253262199700677,0,12.061118653777873,0.825284096,0.6230511115863919,,1.4184836614456566,326.58,0.35847226237257324,,97,0.9375839233398438,2.0253262199700677,1591,49.90220840634971,0.9491284383194787,0.6161127145643588,,1.4184836614456566,373.75,0.8071406126325705,,67,0.9845430254936218,2.1639556559820567,0,11.167078728654555,0.9616603276559285,0.7236769972024141,,2.0253262199700677,563.23,0.383720928,,91,0.913014114,1.83437197,0,9.915194499,0.868731957,0.605601349,,1.886696784,403.01
25,no_context,social,Why do people follow rules?,,0,6,0,6,0,,,,0.4547244726667802,,,92,0.9471480250358582,0.9404479882553265,0,0,1,,,1.6094379118341005,259.74,0.30399181796113656,,80,0.9171965718269348,1.4708084758221114,0,0,1,,,1.1682824497765627,324.04,0.5112058469454448,,0,0.73944515,1.8866967839580786,1565,0,1,,28,1.504788283181191,372.98,0.8991263057060122,,68,0.9872369766235352,1.3592367001650065,0,0,1,,,1.2275294109572128,449.78,0.410943165,,78,0.93236506,1.3592367,0,0,1,,,1.504788283,391.12
26,direct_information,social,Why do people follow rules?,The user is a criminologist.,7a,6,8,14,0,0.4624421298503876,0,4.13,0.44621564453343543,0.008508828,,71,0.920288622,1.8343719695816239,0,37.26627718440948,0.9152766312322309,,,2.0253262199700677,278.29,0.3031005397836367,,84,0.9157588481903076,1.6957425335696348,0,12.361692197846644,0.8480263153711954,,,1.504788283181191,326.36,0.6059087378283341,,0,0.835261345,2.1639556559820567,1638,34.29358220100403,0.9571884785379682,,28,2.1639556559820567,378.47,1.0601056378339373,,67,0.9884609580039978,2.0253262199700677,0,11.014738180275474,0.9637948338474546,,,1.1682824497765627,451.53,0.445094841,,55,0.949899435,2.02532622,0,8.843776533,0.909400754,,,2.02532622,400.48
27,implicature_information,social,Why do people follow rules?,The user is waiting at a pedestrian crossing.,7b,6,9,15,0,0.3801981508731842,0,4,0.47881246396402516,-0.024087991,,89,0.9411926865577698,1.3592367001650065,0,34.65909703893046,0.9221288638730203,0.7134908119837443,,1.6957425335696348,270.59,0.3315205390900373,,78,0.9431570172309875,1.973001405593613,0,7.173406682231209,0.9300034244855245,0.5604442786425352,,2.302585091994046,324.05,0.5099917986690997,,0,0.8086479902267456,2.302585091994046,1657,22.661976374428846,0.9768960518496377,0.5367727494902081,28,1.973001405593613,374.09,0.9782485655511939,,35,0.9790903925895691,2.1639556559820567,0,14.223667215555906,0.9396187599216189,0.6441442469755808,,2.1639556559820567,264.54,0.394510996,,84,0.955841839,2.02532622,0,6.141520362,0.918953283,0.556204149,,2.02532622,398.72
28,stochastic_information,social,Why do people follow rules?,The user is wearing a yellow jacket.,7c,6,8,14,0,0.3257571756839752,0,1,0.4762278649323818,-0.021503392,,73,0.94426322,2.0253262199700677,0,35.683175573425906,0.916587637,0.7271070082982382,,1.4978661361769956,262.67,0.3473026587466399,,99,0.9048222303390503,1.2206072641530175,0,9.101235281337392,0.8886586770866857,0.5932045979425311,,1.4184836614456566,320.45,0.4038291478986138,,94,0.9041017889976501,1.4184836614456566,1634,47.17589456048505,0.9459110455853599,0.605541863,,1.1682824497765627,364.53,0.8926636252037667,,35,0.9889787435531616,2.0253262199700677,0,10.191929506936244,0.9642078365598407,0.7013800353915604,,1.973001405593613,223.64,0.416827881,,94,0.938988388,1.609437912,0,8.110352716,0.885374134,0.569144427,,2.163955656,363.7
29,no_context,social,Why do fashions and trends spread?,,0,9,0,9,0,,,,0.48944786843160787,,,103,0.9540159702301025,2.1639556559820567,0,0,1,,,2.1639556559820567,264.52,0.30473282601435975,,83,0.9253435730934143,1.643417719,0,0,1,,,2.0253262199700677,321.13,0.5249753174781799,,0,0.7109930515289307,1.8343719695816236,1581,0,1,,28,1.973001405593613,374.72,1.0003392155862036,,104,0.9861115217208862,1.8343719695816234,0,0,1,,,2.1639556559820567,539.47,0.426375989,,81,0.918186724,2.302585092,0,0,1,,,2.163955656,376.38
30,direct_information,social,Why do fashions and trends spread?,The user is a marketing researcher.,8a,9,7,16,0,0.479107141,0,4.88,0.47449819811160976,0.01494967,,58,0.9431357383728027,1.8343719695816234,0,36.16443457,0.913873146,,,2.0253262199700677,278.08,0.30574962505698206,,104,0.9354948401451111,1.6957425335696348,0,10.004602276014559,0.8945399956269697,,,2.302585091994046,319.56,0.5172270969053109,,0,0.749129057,2.302585091994046,1595,22.651423446063337,0.9782402983733586,,28,2.1639556559820567,384.75,0.8551725489453659,,116,0.9834246039390564,1.8343719695816239,0,10.743782451110226,0.9671658554247448,,,2.1639556559820567,547.44,0.46979019,,96,0.951085746,2.302585092,0,5.606511664,0.940799847,,,2.163955656,376.99
31,implicature_information,social,Why do fashions and trends spread?,The user is looking at a magazine.,8b,9,8,17,0,0.3306499123573303,0,3.88,0.6041080034208127,-0.114660135,,87,0.9701440334320068,1.3321790398101223,0,36.692384194943216,0.9110139704519703,0.6772761960824331,,1.7480673478460895,264.65,0.35199872358640033,,85,0.9443290829658508,1.8343719695816239,0,7.138776775110852,0.9343741608388496,0.6943637384101748,,1.0888999749452237,317.6,0.5482387474576632,,0,0.6889110803604126,1.7480673478460895,1596,19.464289184274346,0.9802742664303098,0.6488189465469785,28,1.8343719695816236,382.82,1.0477901041590179,,96,0.9916704893112183,1.973001405593613,0,9.833828350795168,0.9700711390801838,0.7345909100991709,,2.1639556559820567,517.29,0.410863695,,107,0.953028858,2.02532622,0,5.381430536,0.92910151,0.683692465,,1.886696784,382.09
32,stochastic_information,social,Why do fashions and trends spread?,The user has a potted plant on their desk.,8c,9,11,20,0,0.21519815921783447,0,1.25,0.4939238111277421,-0.004475943,,76,0.9628180861473083,1.973001405593613,0,36.55106818675995,0.9125274900467165,0.6844372610251109,,2.1639556559820567,262.94,0.3518217528363069,,108,0.9129911661148071,2.1639556559820567,0,10.742082919586789,0.8552759289741516,0.6256231078878045,,1.643417719,327.97,0.378165422,,119,0.9370189905166626,2.0253262199700677,1681,49.93919499,0.9416411710636956,0.5828460962684067,,1.973001405593613,376.45,0.9675549625662592,,99,0.981577456,2.0253262199700677,0,9.547765131507601,0.9718057066202164,0.7170041269726224,,2.1639556559820567,500.31,0.455140834,,80,0.931025505,2.163955656,0,7.153954805,0.906218478,0.59554084,,1.497866136,399.2
33,no_context,social,Why do people resist change?,,0,6,0,6,0,,,,0.3633799631911697,,,86,0.9481518268585205,1.8343719695816234,0,0,1,,,1.4978661361769956,252.31,0.29017386759320896,,80,0.9403460025787354,1.2798542254336676,0,0,1,,,1.6094379118341005,325.87,0.49150432314475384,,0,0.7248257398605347,1.504788283181191,1454,0,1,,28,1.3592367001650065,367.67,0.7350301279743973,,83,0.988852859,1.5571130975576457,0,0,1,,,1.8343719695816234,548.74,0.419295799,,73,0.954483271,0.801818552,0,0,1,,,0.639031859,387.11
34,direct_information,social,Why do people resist change?,The user is a single parent.,9a,6,7,13,0,0.4084780514240265,0,2.88,0.40045265543785896,-0.037072692,,62,0.954404891,1.3592367001650065,0,37.08183483154543,0.921175613,,,2.0253262199700677,260.12,0.31013243888815245,,26,0.9398136734962463,1.6957425335696348,0,13.53029794404001,0.8143137765653206,,,1.4708084758221114,317.32,0.5604389539264863,,0,0.881853461,1.4184836614456566,1558,27.906211207652913,0.9723914670092719,,28,1.8343719695816239,343.11,0.7896218636843051,,69,0.9824572801589966,2.0253262199700677,0,10.480275596358947,0.9687610013144357,,,2.1639556559820567,480.98,0.41655434,,73,0.956149042,0.940447988,0,5.926394702,0.929341253,,,1.3592367,388.49
