prompt_id,condition,domain,question,context,pairwise,context_question_similarity,similarity_variance_flag,q_tokens,ctx_tokens,combined_tokens,token_limit_flag,mean_token_entropy,first_token_entropy,peak_entropy_position,beam_mean_cosine_sim,beam_cluster_entropy,beam_embed_nan_positions,caa_mean_l2,caa_mean_cosine,displacement_cosine_vs_direct,nan_layers_sanitized,semantic_entropy,timing_s
11,implicature_information,natural,Why do we age?,The user is helping an elderly relative.,3b,0.4126060605049133,0.0,5.0,8.0,13.0,0.0,0.39045211103110017,,109,0.9191139936447144,2.302585091994046,0,6.665356602632638,0.896460802266092,0.7075162087426041,,2.0253262199700677,402.57
12,stochastic_information,natural,Why do we age?,The user is carrying an umbrella.,3c,0.2968961596488952,0.0,5.0,7.0,12.0,0.0,0.43985676121907663,,56,0.9232119917869568,1.973001405593613,0,12.217880396454623,0.8161927732554349,0.6677992948980043,,1.8343719695816239,349.7
13,no_context,natural,Why do leaves change colour in autumn?,,0,,,8.0,0.0,8.0,0.0,0.33708699035983136,,90,0.9609767198562622,1.8866967839580786,0,0.0,1.0000000144496108,1.0,,2.1639556559820567,396.06
14,direct_information,natural,Why do leaves change colour in autumn?,The user is a botanist.,4a,0.4317409694194793,0.0,8.0,8.0,16.0,0.0,0.3647608229223655,,64,0.9568032026290894,2.1639556559820567,0,6.194821892814203,0.928118418563496,1.0,,2.0253262199700677,411.3
15,implicature_information,natural,Why do leaves change colour in autumn?,The user is walking through a park.,4b,0.2810074985027313,0.0,8.0,8.0,16.0,0.0,0.3620963549723467,,75,0.9570715427398682,2.1639556559820567,0,6.382117014716972,0.9226696816357699,0.7521323814536586,,2.1639556559820567,398.4
16,stochastic_information,natural,Why do leaves change colour in autumn?,The user is wearing a blue coat.,4c,0.2555951178073883,0.0,8.0,8.0,16.0,0.0,0.37852361908798593,,42,0.9637198448181152,1.7480673478460895,0,7.884629491603736,0.8931225393757676,0.6724365525173418,,1.8343719695816239,424.5
17,no_context,economic,Why does the cost of living keep rising?,,0,,,9.0,0.0,9.0,0.0,0.3191527938804008,,81,0.9510180354118347,1.6957425335696348,0,0.0,1.0000000216744163,1.0,,2.0253262199700677,403.64
18,direct_information,economic,Why does the cost of living keep rising?,The user is an economist.,5a,0.5217922925949097,0.0,9.0,6.0,15.0,0.0,0.3752391478565411,,87,0.940438985824585,1.8343719695816234,0,5.166780514924815,0.9437259525963755,1.0000000018062014,,1.8343719695816239,405.02
19,implicature_information,economic,Why does the cost of living keep rising?,The user is in line at the supermarket.,5b,0.2952487766742706,0.0,9.0,9.0,18.0,0.0,0.3488148197679833,,74,0.9635996222496033,1.6094379118341005,0,4.3519632895336,0.942895278786168,0.7024728890621301,,1.7480673478460895,405.64
20,stochastic_information,economic,Why does the cost of living keep rising?,The user is drinking coffee.,5c,0.2727008461952209,0.0,9.0,6.0,15.0,0.0,0.33248241200107614,,89,0.9599484801292419,1.2275294109572128,0,6.470626435270815,0.9235762231277697,0.6339882973468665,,2.1639556559820567,410.74
21,no_context,economic,Why do recessions happen?,,0,,,6.0,0.0,6.0,0.0,0.4038069739899471,,95,0.9169008135795593,1.3592367001650065,0,0.0,1.0000000018062014,1.0,,1.6094379118341005,399.85
22,direct_information,economic,Why do recessions happen?,The user is a central bank analyst.,6a,0.4727457463741302,0.0,6.0,8.0,14.0,0.0,0.3941789605754199,,64,0.9217697978019714,2.1639556559820567,0,5.161979481352098,0.9364443276867722,1.0000000288992217,,1.973001405593613,404.0
23,implicature_information,economic,Why do recessions happen?,The user is reviewing a company quarterly report.,6b,0.3563880026340484,0.0,6.0,9.0,15.0,0.0,0.40312601128724757,,106,0.922514021396637,2.0253262199700677,0,7.226476742914229,0.8972353266947197,0.751598186565168,,2.0253262199700677,407.91
24,stochastic_information,economic,Why do recessions happen?,The user is listening to music.,6c,0.2509971857070923,0.0,6.0,7.0,13.0,0.0,0.3837209276340276,,91,0.9130141139030457,1.8343719695816236,0,9.915194499334604,0.8687319574934064,0.6175528231895331,,1.8866967839580782,408.47
25,no_context,social,Why do people follow rules?,,0,,,6.0,0.0,6.0,0.0,0.4109431646341209,,78,0.9323650598526001,1.3592367001650065,0,0.0,0.9999999945813959,1.0,,1.504788283181191,393.64
26,direct_information,social,Why do people follow rules?,The user is a criminologist.,7a,0.4624421298503876,0.0,6.0,8.0,14.0,0.0,0.4450948409993581,,55,0.949899435043335,2.0253262199700677,0,8.843776533323707,0.9094007539026665,1.0000000144496108,,2.0253262199700677,403.3
27,implicature_information,social,Why do people follow rules?,The user is waiting at a pedestrian crossing.,7b,0.3801981508731842,0.0,6.0,9.0,15.0,0.0,0.3945109963724911,,84,0.9558418393135071,2.0253262199700677,0,6.141520362008702,0.9189532832665877,0.5696525086056102,,2.0253262199700677,408.76
28,stochastic_information,social,Why do people follow rules?,The user is wearing a yellow jacket.,7c,0.3257571756839752,0.0,6.0,8.0,14.0,0.0,0.41682788080095773,,94,0.9389883875846863,1.6094379118341005,0,8.110352716436893,0.8853741342371161,0.5822006567861094,,2.1639556559820567,399.13
29,no_context,social,Why do fashions and trends spread?,,0,,,9.0,0.0,9.0,0.0,0.42637598892881823,,81,0.9181867241859436,2.302585091994046,0,0.0,1.0000000325116245,1.0,,2.1639556559820567,399.85
30,direct_information,social,Why do fashions and trends spread?,The user is a marketing researcher.,8a,0.479107141494751,0.0,9.0,7.0,16.0,0.0,0.4697901901202135,,96,0.9510857462882996,2.302585091994046,0,5.606511663532618,0.940799846793666,1.0000000180620137,,2.1639556559820567,406.35
31,implicature_information,social,Why do fashions and trends spread?,The user is looking at a magazine.,8b,0.3306499123573303,0.0,9.0,8.0,17.0,0.0,0.4108636949339055,,107,0.9530288577079773,2.0253262199700677,0,5.381430536395673,0.9291015104814009,0.6932775414351261,,1.8866967839580786,407.94
32,stochastic_information,social,Why do fashions and trends spread?,The user has a potted plant on their desk.,8c,0.2151981592178344,0.0,9.0,11.0,20.0,0.0,0.45514083356208274,,80,0.931025505065918,2.1639556559820567,0,7.153954804846735,0.9062184781739206,0.6077971783551303,,1.4978661361769956,412.02
33,no_context,social,Why do people resist change?,,0,,,6.0,0.0,6.0,0.0,0.4192957994384816,,73,0.9544832706451416,0.8018185522433374,0,0.0,0.9999999855503892,1.0,,0.6390318593501769,397.36
34,direct_information,social,Why do people resist change?,The user is a single parent.,9a,0.4084780514240265,0.0,6.0,7.0,13.0,0.0,0.41655434023774385,,73,0.9561490416526794,0.9404479882553265,0,5.926394701681354,0.929341253006097,1.0000000180620137,,1.3592367001650065,397.62
35,implicature_information,social,Why do people resist change?,The user is attending a meeting.,9b,0.3441447913646698,0.0,6.0,7.0,13.0,0.0,0.3967569372221348,,64,0.9627590775489807,1.1935496036981332,0,6.419026533875502,0.9248678250746294,0.7988063042814081,,0.9404479882553265,401.37
36,stochastic_information,social,Why do people resist change?,The kitchen light is on.,9c,0.3187118768692016,0.0,6.0,6.0,12.0,0.0,0.3734841633909217,,88,0.9696890711784363,1.2798542254336676,0,7.015293807807294,0.9176564198551755,0.6844398794752179,,0.8979457245567799,407.17
37,no_context,natural,Why do we dream?,,0,,,5.0,0.0,5.0,0.0,0.4872583069402217,,98,0.9191405177116394,1.8866967839580786,0,0.0,1.0000000162558123,1.0,,1.8866967839580786,391.3
38,direct_information,natural,Why do we dream?,The user is a sleep researcher.,10a,0.523483157157898,0.0,5.0,7.0,12.0,0.0,0.4684976662710586,,98,0.9486115574836731,1.8343719695816234,0,8.305437467540756,0.9018270156600259,0.9999999981937986,,1.6094379118341005,404.18
39,implicature_information,natural,Why do we dream?,The user keeps a notebook by their bed.,10b,0.3591670989990234,0.0,5.0,9.0,14.0,0.0,0.48135703548503983,,104,0.9222086668014526,1.2275294109572128,0,10.481718461170342,0.8458164045304963,0.7356649131485911,,1.7480673479460895,395.19
40,stochastic_information,natural,Why do we dream?,The user is wearing socks.,10c,0.2174999862909317,0.0,5.0,6.0,11.0,0.0,0.443107244126292,,96,0.9055373072624207,1.4978661361769956,0,10.903556884012438,0.8493718577153755,0.6926105925531099,,1.5047882831811907,391.05
41,no_context,natural,Why do we feel pain?,,0,,,6.0,0.0,6.0,0.0,0.4770232096466178,,67,0.9423121809959412,2.1639556559820567,0,0.0,0.9999999963875973,1.0,,2.302585091994046,393.88
42,direct_information,natural,Why do we feel pain?,The user is a neurologist.,11a,0.3979824185371399,0.0,6.0,8.0,14.0,0.0,0.44592629755986746,,75,0.9492260217666626,2.0253262199700677,0,7.754493198385744,0.9142153190843987,1.0000000072248054,,1.6094379118341007,402.78
43,implicature_information,natural,Why do we feel pain?,The user holding an ice pack.,11b,0.294937789440155,0.0,6.0,7.0,13.0,0.0,0.49320987706171804,,57,0.9432247877120972,2.0253262199700677,0,5.874787385942358,0.9237679821072202,0.5943227861866807,,1.973001405593613,402.97
44,stochastic_information,natural,Why do we feel pain?,The user is eating lunch.,11c,0.2000161111354828,0.0,6.0,6.0,12.0,0.0,0.5221391183622719,,84,0.9278690814971924,2.1639556559820567,0,8.506990804816738,0.8924607490048264,0.6046074077938542,,2.1639556559820567,397.73
45,no_context,natural,Why do animals migrate?,,0,,,5.0,0.0,5.0,0.0,0.43848994154969095,,85,0.9524730443954468,1.4978661361769956,0,0.0,0.9999999855503892,1.0,,1.64341771919318,397.33
46,direct_information,natural,Why do animals migrate?,The user is an ornithologist.,12a,0.4508191347122192,0.0,5.0,8.0,13.0,0.0,0.4644742282125078,,66,0.9566841125488281,1.8343719695816239,0,7.33674948120659,0.9099053018020861,1.0000000036124028,,1.3592367001650065,401.97
47,implicature_information,natural,Why do animals migrate?,The user notices the forest is oddly quiet.,12b,0.3416784703731537,0.0,5.0,9.0,14.0,0.0,0.5557854260837217,,82,0.9467760920524597,1.7480673478460895,0,7.774267285836466,0.8925420063914675,0.719677437435497,,2.0253262199700677,386.29
48,stochastic_information,natural,Why do animals migrate?,It is early morning.,12c,0.3083059787750244,0.0,5.0,5.0,10.0,0.0,0.4566785202897857,,81,0.9352892637252808,2.1639556559820567,0,6.858778384824594,0.9337903640486978,0.625809062610973,,1.8343719695816234,398.63
49,no_context,economic,Why do housing prices keep going up?,,0,,,8.0,0.0,8.0,0.0,0.3745890635832132,,76,0.9476710557937622,1.4708084758221114,0,0.0,1.000000025286819,1.0,,1.2206072641530175,395.36
50,direct_information,economic,Why do housing prices keep going up?,The user is a tennant.,13a,0.3213491439819336,0.0,8.0,8.0,16.0,0.0,0.36046334088971743,,86,0.9524732232093811,1.4184836614456566,0,5.291583426522486,0.9360019889744845,1.0000000072248054,,2.0253262199700677,404.65
51,implicature_information,economic,Why do housing prices keep going up?,The user is sees a notice on their door.,13b,0.3028429746627807,0.0,8.0,10.0,18.0,0.0,0.34517381870174385,,69,0.9514275193214417,2.1639556559820567,0,7.35112388522336,0.891061853278767,0.7716193235281742,,1.8343719695816239,408.01
52,stochastic_information,economic,Why do housing prices keep going up?,The user is drinking tea.,13c,0.1829404383897781,0.0,8.0,6.0,14.0,0.0,0.37912151670104793,,68,0.9480133056640625,2.1639556559820567,0,8.486711801227296,0.8947875301043192,0.7413690288861593,,1.6094379118341005,398.63
53,no_context,economic,How does taxation work?,,0,,,5.0,0.0,5.0,0.0,0.36032178899597583,,60,0.9306787252426147,2.0253262199700677,0,0.0,1.0000000018062014,1.0,,2.0253262199700677,394.22
54,direct_information,economic,How does taxation work?,The user is a small business owner.,14a,0.4652275443077087,0.0,5.0,8.0,13.0,0.0,0.32588721350760325,,57,0.9338563084602356,1.973001405593613,0,11.556744500317357,0.8793881372971968,1.0000000180620137,,2.0253262199700677,406.13
55,implicature_information,economic,How does taxation work?,The user is going over a handwritten list of numbers.,14b,0.432982861995697,0.0,5.0,11.0,16.0,0.0,0.3818701651126704,,76,0.9233046770095825,1.6957425335696348,0,10.261529400718935,0.8615108349106528,0.633728867227381,,1.8343719695816239,406.06
56,stochastic_information,economic,How does taxation work?,The door to the room is open.,14c,0.3003556132316589,0.0,5.0,8.0,13.0,0.0,0.3758099465288551,,52,0.9332760572433472,1.8343719695816239,0,11.719317388692588,0.8433331738818776,0.528094285365307,,1.8866967839580782,402.03
57,no_context,economic,Why do trade wars happen?,,0,,,6.0,0.0,6.0,0.0,0.44014654927517743,,74,0.9483961462974548,2.0253262199700677,0,0.0,0.9999999855503892,1.0,,1.6094379118341005,389.18
58,direct_information,economic,Why do trade wars happen?,The user is a factory worker.,15a,0.3099756240844726,0.0,6.0,7.0,13.0,0.0,0.3697487943564773,,80,0.9455469846725464,2.0253262199700677,0,6.457929776699254,0.920803219983072,1.0000000072248054,,2.1639556559820567,400.73
59,implicature_information,economic,Why do trade wars happen?,The user's workplace has posted a notice about restructuring,15b,0.3562695384025574,0.0,6.0,11.0,17.0,0.0,0.4950811167780504,,85,0.9426655173301697,2.302585091994046,0,8.56122818092505,0.8800081104943247,0.7679992860013788,,2.1639556559820567,410.0
60,stochastic_information,economic,Why do trade wars happen?,The ceiling fan is rotating slowly.,15c,0.2133278250694275,0.0,6.0,7.0,13.0,0.0,0.4215814117194778,,62,0.9336625933647156,2.1639556559820567,0,10.132315089982567,0.8625384298237887,0.7051160209106676,,2.302585091994046,403.45
